article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
1268,Phylogeography of the Indo-Pacific parrotfish Scarus psittacus: isolation generates distinctive peripheral populations in two oceans,MARINE BIOLOGY,2010,40,10.1007/s00227-010-1442-4,Field-based,"James Cook Univ, Mol Ecol & Evolut Lab, Sch Trop & Marine Biol, Townsville, Qld 4811",Australia,,TSV,Seychelles,,,
1268,Phylogeography of the Indo-Pacific parrotfish Scarus psittacus: isolation generates distinctive peripheral populations in two oceans,MARINE BIOLOGY,2010,40,10.1007/s00227-010-1442-4,Field-based,"James Cook Univ, Mol Ecol & Evolut Lab, Sch Trop & Marine Biol, Townsville, Qld 4811",Australia,,TSV,"Taiwan, Province Of China",,,
1268,Phylogeography of the Indo-Pacific parrotfish Scarus psittacus: isolation generates distinctive peripheral populations in two oceans,MARINE BIOLOGY,2010,40,10.1007/s00227-010-1442-4,Field-based,"James Cook Univ, Mol Ecol & Evolut Lab, Sch Trop & Marine Biol, Townsville, Qld 4811",Australia,,TSV,United States,,,
1273,Genetic connectivity and historical demography of the blue barred parrotfish (Scarus ghobban) in the western Indian Ocean,MARINE BIOLOGY,2010,28,10.1007/s00227-010-1422-8,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 115, CORDIO E Africa, Mombasa 80101","Taiwan, Kenya",,MBA,Kenya,,,
1273,Genetic connectivity and historical demography of the blue barred parrotfish (Scarus ghobban) in the western Indian Ocean,MARINE BIOLOGY,2010,28,10.1007/s00227-010-1422-8,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 115, CORDIO E Africa, Mombasa 80101","Taiwan, Kenya",,MBA,Mauritius,,,
1273,Genetic connectivity and historical demography of the blue barred parrotfish (Scarus ghobban) in the western Indian Ocean,MARINE BIOLOGY,2010,28,10.1007/s00227-010-1422-8,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 115, CORDIO E Africa, Mombasa 80101","Taiwan, Kenya",,MBA,Seychelles,,,
1273,Genetic connectivity and historical demography of the blue barred parrotfish (Scarus ghobban) in the western Indian Ocean,MARINE BIOLOGY,2010,28,10.1007/s00227-010-1422-8,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 115, CORDIO E Africa, Mombasa 80101","Taiwan, Kenya",,MBA,"Tanzania, United Republic Of",,,
1276,"Benthic structure and cryptic mortality in a Caribbean mesophotic coral reef bank system, the Hind Bank Marine Conservation District, US Virgin Islands",CORAL REEFS,2010,30,10.1007/s00338-009-0575-8,Field-based,"Univ Virgin Isl, Ctr Marine & Environm Studies, St Thomas",United States,,,United States Virgin Islands,,,
1279,"Congruence between mitochondrial genes and color morphs in a coral reef fish: population variability in the Indo-Pacific damselfish Chrysiptera rex (Snyder, 1909)",CORAL REEFS,2010,24,10.1007/s00338-010-0586-5,Field-based,"Field Museum, Biodivers Synth Ctr, Chicago",United States,,,Indonesia,,,
1279,"Congruence between mitochondrial genes and color morphs in a coral reef fish: population variability in the Indo-Pacific damselfish Chrysiptera rex (Snyder, 1909)",CORAL REEFS,2010,24,10.1007/s00338-010-0586-5,Field-based,"Field Museum, Biodivers Synth Ctr, Chicago",United States,,,Philippines,,,
1280,Cyclone effects on coral reef habitats in New Caledonia (South Pacific),CORAL REEFS,2010,23,10.1007/s00338-010-0587-4,Field-based,"IRD, UR CoReUs, BP A5, Noumea 98848, Koniambo Nickel SAS, Environm Serv, Noumea 98802, Univ Europeenne Bretagne, UMR 985, INRA Ecol & Sante Ecosyst, F-35042 Rennes","New Caledonia, France",,NOU,New Caledonia,,,
1282,Predators reduce abundance and species richness of coral reef fish recruits via non-selective predation,CORAL REEFS,2010,19,10.1007/s00338-010-0592-7,Field-based,"Northeastern Univ, Ctr Marine Sci, Nahant",United States,,,French Polynesia,,,
1284,"Rapid Assessment of Stony Coral Richness and Condition on Saba Bank, Netherlands Antilles",PLOS ONE,2010,5,10.1371/journal.pone.0010749,Field-based,"Ctr Appl Biodivers Sci Conservat Int, Arlington, Mission Blue, Alameda, Univ Queensland, Commonwealth Facil Appl Environm Decis Anal AEDA, Brisbane, Qld, Univ Queensland, Ctr Ecol, Brisbane, Qld","United States, Australia",,BNE,Netherlands,,,
1285,"Preliminary Assessment of Sponge Biodiversity on Saba Bank, Netherlands Antilles",PLOS ONE,2010,7,10.1371/journal.pone.0009622,Field-based,"Univ Alabama, Dept Biol, Birmingham",United States,,,Netherlands,,,
1286,"Reef Fishes of Saba Bank, Netherlands Antilles: Assemblage Structure across a Gradient of Habitat Types",PLOS ONE,2010,10,10.1371/journal.pone.0009207,Field-based,"Saba Conservat Fdn, Saba",Neth Antilles,,,Netherlands,,,
1293,"Diversity Partitioning of Stony Corals Across Multiple Spatial Scales Around Zanzibar Island, Tanzania",PLOS ONE,2010,17,10.1371/journal.pone.0009941,Field-based,"Interuniv Inst Marine Sci Eilat, H Steinitz Marine Biol Lab, Elat, Tel Aviv Univ, Dept Zool, IL-69978 Tel Aviv",Israel,,,"Tanzania, United Republic Of",,,
1298,Octocoral bleaching during unusual thermal stress,CORAL REEFS,2010,20,10.1007/s00338-009-0547-z,Field-based,"Louisiana State Univ, Dept Biol Sci, Baton Rouge",United States,,,Puerto Rico,,,
1302,"Seasonal monitoring of coral-algae interactions in fringing reefs of the Gulf of Aqaba, Northern Red Sea",CORAL REEFS,2010,23,10.1007/s00338-009-0556-y,Field-based,"Univ Munich, Dept Earth & Environm Sci, D-80333 Munich, Univ Munich, GeoBio Ctr, CORE, Coral Reef Ecol Grp, D-80333 Munich",Germany,,,Egypt,,,
1302,"Seasonal monitoring of coral-algae interactions in fringing reefs of the Gulf of Aqaba, Northern Red Sea",CORAL REEFS,2010,23,10.1007/s00338-009-0556-y,Field-based,"Univ Munich, Dept Earth & Environm Sci, D-80333 Munich, Univ Munich, GeoBio Ctr, CORE, Coral Reef Ecol Grp, D-80333 Munich",Germany,,,Jordan,,,
1312,Turbinaria ornata as an herbivory refuge for associate algae,MARINE BIOLOGY,2010,18,10.1007/s00227-009-1319-6,Field-based,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles",United States,,,French Polynesia,,,
1313,Local and regional genetic connectivity in a Caribbean coral reef fish,MARINE BIOLOGY,2010,23,10.1007/s00227-009-1330-y,Field-based,"Univ Costa Rica San Pedro MO, Ctr Invest Ciencias Mar & Limnol CIMAR, San Jose 115012060",Costa Rica,,,Belize,,,
1313,Local and regional genetic connectivity in a Caribbean coral reef fish,MARINE BIOLOGY,2010,23,10.1007/s00227-009-1330-y,Field-based,"Univ Costa Rica San Pedro MO, Ctr Invest Ciencias Mar & Limnol CIMAR, San Jose 115012060",Costa Rica,,,Mexico,,,
1313,Local and regional genetic connectivity in a Caribbean coral reef fish,MARINE BIOLOGY,2010,23,10.1007/s00227-009-1330-y,Field-based,"Univ Costa Rica San Pedro MO, Ctr Invest Ciencias Mar & Limnol CIMAR, San Jose 115012060",Costa Rica,,,Panama,,,
1316,Hawksbill sea turtles in seagrass pastures: success in a peripheral habitat,MARINE BIOLOGY,2010,46,10.1007/s00227-009-1304-0,Field-based,"Univ Florida, Archie Carr Ctr Sea Turtle Res, Gainesville, Univ Florida, Dept Biol, Gainesville",United States,,,Bahamas,,,
1319,"Release of sperm clusters in spheres by the black coral Cupressopathes pumila (Anthozoa, Antipatharia)",CORAL REEFS,2009,7,10.1007/s00338-009-0525-5,Field-based,"Univ Perugia, Dipartimento Biol Cellulare & Ambientale, I-06123 Perugia",Italy,,,Indonesia,,,
1321,Near-surface enrichment of zooplankton over a shallow back reef: implications for coral reef food webs,CORAL REEFS,2009,24,10.1007/s00338-009-0534-4,Field-based,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, Univ Calif Santa Barbara, Inst Marine Sci, Santa Barbara",United States,,,French Polynesia,,,
1326,Recruitment and ontogenetic habitat shifts of the yellow snapper (Lutjanus argentiventris) in the Gulf of California,MARINE BIOLOGY,2009,22,10.1007/s00227-009-1271-5,Field-based,"Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla, Univ Autonoma Baja California, Dept Biol Marina, La Paz 23081","United States, Mexico",,,Mexico,,,
1326,Recruitment and ontogenetic habitat shifts of the yellow snapper (Lutjanus argentiventris) in the Gulf of California,MARINE BIOLOGY,2009,22,10.1007/s00227-009-1271-5,Field-based,"Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla, Univ Autonoma Baja California, Dept Biol Marina, La Paz 23081","United States, Mexico",,,United States,,,
1327,An experimental evaluation of transgenerational isotope labelling in a coral reef grouper,MARINE BIOLOGY,2009,23,10.1007/s00227-009-1276-0,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,,TSV,Indonesia,,,
1329,Resilience of Coral-Associated Bacterial Communities Exposed to Fish Farm Effluent,PLOS ONE,2009,51,10.1371/journal.pone.0007319,Field-based,,United States,,,Philippines,,,
1330,Functionally diverse reef-fish communities ameliorate coral disease,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2009,72,10.1073/pnas.0900365106,Field-based,"Univ Guam, Marine Lab, Mangilao",United States,,,Australia,,,
1330,Functionally diverse reef-fish communities ameliorate coral disease,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2009,72,10.1073/pnas.0900365106,Field-based,"Univ Guam, Marine Lab, Mangilao",United States,,,Philippines,,,
1331,Development of clade-specific Symbiodinium primers for quantitative PCR (qPCR) and their application to detecting clade D symbionts in Caribbean corals,MARINE BIOLOGY,2009,44,10.1007/s00227-009-1263-5,Field-based,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States,,MIA,Bahamas,,,
1331,Development of clade-specific Symbiodinium primers for quantitative PCR (qPCR) and their application to detecting clade D symbionts in Caribbean corals,MARINE BIOLOGY,2009,44,10.1007/s00227-009-1263-5,Field-based,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States,,MIA,Belize,,,
1331,Development of clade-specific Symbiodinium primers for quantitative PCR (qPCR) and their application to detecting clade D symbionts in Caribbean corals,MARINE BIOLOGY,2009,44,10.1007/s00227-009-1263-5,Field-based,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States,,MIA,Bermuda,,,
1331,Development of clade-specific Symbiodinium primers for quantitative PCR (qPCR) and their application to detecting clade D symbionts in Caribbean corals,MARINE BIOLOGY,2009,44,10.1007/s00227-009-1263-5,Field-based,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States,,MIA,Dominican Republic,,,
1331,Development of clade-specific Symbiodinium primers for quantitative PCR (qPCR) and their application to detecting clade D symbionts in Caribbean corals,MARINE BIOLOGY,2009,44,10.1007/s00227-009-1263-5,Field-based,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States,,MIA,Panama,,,
1340,The distribution of Symbiodinium diversity within individual host foraminifera,CORAL REEFS,2009,20,10.1007/s00338-009-0511-y,Field-based,"Univ Calif Berkeley, Dept Integrat Biol, Berkeley, Univ Calif Berkeley, Museum Paleontol, Berkeley",United States,,,Papua New Guinea,,,
1341,Environmental influences on the replenishment of lizardfish (family Synodontidae) in Caribbean Panama,CORAL REEFS,2009,7,10.1007/s00338-009-0489-5,Field-based,"James Cook Univ, Sch Marine & Trop Biol, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Panama,,,
1342,Reduced density of the herbivorous urchin Diadema antillarum inside a Caribbean marine reserve linked to increased predation pressure by fishes,CORAL REEFS,2009,32,10.1007/s00338-009-0516-6,Field-based,"Univ Exeter, Marine Spatial Ecol Lab, Sch Biosci, Hatherly Lab, Exeter EX4 4PS, Devon",United Kingdom,,,Bahamas,,,
1343,Are sea snakes pertinent bio-indicators for coral reefs? a comparison between species and sites,MARINE BIOLOGY,2009,9,10.1007/s00227-009-1229-7,Field-based,"CNRS, Ctr Etud Biol Chize, F-79360 Villiers En Bois",France,,,New Caledonia,,,
1348,Local Stressors Reduce Coral Resilience to Bleaching,PLOS ONE,2009,122,10.1371/journal.pone.0006324,Field-based,,United States,,,Belize,,,
1348,Local Stressors Reduce Coral Resilience to Bleaching,PLOS ONE,2009,122,10.1371/journal.pone.0006324,Field-based,,United States,,,Guatemala,,,
1348,Local Stressors Reduce Coral Resilience to Bleaching,PLOS ONE,2009,122,10.1371/journal.pone.0006324,Field-based,,United States,,,Honduras,,,
1348,Local Stressors Reduce Coral Resilience to Bleaching,PLOS ONE,2009,122,10.1371/journal.pone.0006324,Field-based,,United States,,,Mexico,,,
1352,"The impact of artisanal fishing on coral reef fish health in Hat Thai Mueang, Phang-nga Province, Southern Thailand",MARINE POLICY,2009,7,10.1016/j.marpol.2008.12.003,Field-based,"Naresuan Univ, Phitsanulok, Univ Newcastle, Sch Geog Polit & Sociol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear","Thailand, United Kingdom",,,Thailand,,,
1353,Marine reserve phenomenon in the Pacific islands,MARINE POLICY,2009,24,10.1016/j.marpol.2009.01.004,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia,,TSV,Vanuatu,,,
1366,Water flow controls distribution and feeding behavior of two co-occurring coral reef fishes: I. Field measurements,CORAL REEFS,2009,15,10.1007/s00338-009-0481-0,Field-based,"Univ N Carolina, Dept Biol & Marine Biol, Wilmington",United States,,,Belize,,,
1368,Assessment of current rates of Diadema antillarum larval settlement,CORAL REEFS,2009,15,10.1007/s00338-008-0458-4,Field-based,"Southeast Fisheries Sci Ctr, NOAA Fisheries Serv, Miami",United States,,,Puerto Rico,,,
1372,"Mimicry, colour forms and spectral sensitivity of the bluestriped fangblenny, Plagiotremus rhinorhynchos",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009,15,10.1098/rspb.2008.1819,Field-based,"Univ Queensland, Sch Integrat Biol, St Lucia, Qld 4072",Australia,,BNE,Indonesia,,,
1374,Larval dispersal connects fish populations in a network of marine protected areas,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2009,267,10.1073/pnas.0808007106,Field-based,"CRIOBE, UMS EPHE CNRS 2978, Moorea, Univ Perpignan, Unite Mixte Rech 5542, CNRS EPHE UPVD, F-66860 Perpignan","French Polynesia, France",,,Papua New Guinea,,,
1375,Maintenance of fish diversity on disturbed coral reefs,CORAL REEFS,2009,54,10.1007/s00338-008-0431-2,Field-based,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear","Australia, United Kingdom",,TSV,Australia,,,
1377,Diving behavior and movements of juvenile hawksbill turtles Eretmochelys imbricata on a Caribbean coral reef,CORAL REEFS,2009,40,10.1007/s00338-008-0416-1,Field-based,"Cayman Isl Govt, Dept Environm, Grand Cayman, Cayman Islands, Univ Exeter, Sch Biosci, Ctr Ecol & Conservat, Marine Turtle Res Grp, Penryn TR10 9EZ","Cayman Islands, United Kingdom",,,Cayman Islands,,,
1382,Genetic structure of the Caribbean giant barrel sponge Xestospongia muta using the I3-M11 partition of COI,CORAL REEFS,2009,45,10.1007/s00338-008-0430-3,Field-based,"Univ N Carolina, Ctr Marine Sci, Wilmington",United States,,,Bahamas,,,
1382,Genetic structure of the Caribbean giant barrel sponge Xestospongia muta using the I3-M11 partition of COI,CORAL REEFS,2009,45,10.1007/s00338-008-0430-3,Field-based,"Univ N Carolina, Ctr Marine Sci, Wilmington",United States,,,Belize,,,
1387,Interactive effects of interspecific competition and microhabitat on early post-settlement survival in a coral reef fish,CORAL REEFS,2009,47,10.1007/s00338-008-0451-y,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,,TSV,Papua New Guinea,,,
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada,,,Belize,,,
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada,,,Guatemala,,,
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada,,,Honduras,,,
1388,Genetic structure of juvenile cohorts of bicolor damselfish (Stegastes partitus) along the Mesoamerican barrier reef: chaos through time,CORAL REEFS,2009,22,10.1007/s00338-008-0423-2,Field-based,"Univ Windsor, Dept Biol Sci, Windsor, ON N9B 3P4, Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON N9B 3P4",Canada,,,Mexico,,,
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States,,SPC,Bahamas,,,
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States,,SPC,Brazil,,,
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States,,SPC,Mexico,,,
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States,,SPC,Panama,,,
1389,"Historical biogeography and speciation in the Creole wrasses (Labridae, Clepticus)",MARINE BIOLOGY,2009,12,10.1007/s00227-008-1118-5,Field-based,"Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz",United States,,SPC,Sao Tome and Principe,,,
1392,Macroalgae Has No Effect on the Severity and Dynamics of Caribbean Yellow Band Disease,PLOS ONE,2009,11,10.1371/journal.pone.0004514,Field-based,"Univ N Carolina, Dept Marine Sci, Chapel Hill",United States,,,Puerto Rico,,,
1394,The influence of oceanographic fronts and early-life-history traits on connectivity among littoral fish species,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2009,174,10.1073/pnas.0806804106,Field-based,"Univ Hull, Dept Biol Sci, Kingston Upon Hull HU6 7RX, N Humberside",United Kingdom,,,Spain,,,
1395,Life style and genetic variation in teleosts: the case of pelagic (Aphia minuta) and benthic (Gobius niger) gobies (Perciformes: Gobiidae),MARINE BIOLOGY,2009,8,10.1007/s00227-008-1078-9,Field-based,"Univ Politecn Marche, Ist Biol & Genet, I-60131 Ancona",Italy,,,Spain,,,
1397,"Trophic ecology of coral reef gobies: interspecific, ontogenetic, and seasonal comparison of diet and feeding intensity",MARINE BIOLOGY,2009,17,10.1007/s00227-008-1085-x,Field-based,"Univ Otago, Dept Marine Sci, Dunedin",New Zealand,,,Australia,,,
1400,Coral reef fish smell leaves to find island homes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2008,92,10.1098/rspb.2008.0876,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,,TSV,Papua New Guinea,,,
1407,"Changes in coral reef communities among the Florida Keys, 1996-2003",CORAL REEFS,2008,39,10.1007/s00338-008-0390-7,Field-based,"Plymouth Marine Lab, Plymouth PL1 3DH, Devon",United Kingdom,,,United States,,,
1408,The non-linear relationship between body size and function in parrotfishes,CORAL REEFS,2008,79,10.1007/s00338-008-0394-3,Field-based,"Stockholm Univ, Dept Syst Ecol, S-10691 Stockholm, Stockholm Univ, Stockholm Resilience Ctr, S-10691 Stockholm",Sweden,,,"Tanzania, United Republic Of",,,
1409,The role of topography in promoting fractal patchiness in a carbonate shelf landscape,CORAL REEFS,2008,21,10.1007/s00338-008-0404-5,Field-based,"Nova SE Univ, Oceanog Ctr, Natl Coral Reef Inst, Dania",United States,,,Puerto Rico,,,
1412,Fishery decline in Utila: Disentangling the web of governance,MARINE POLICY,2008,7,10.1016/j.marpol.2008.02.009,Field-based,"Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear",United Kingdom,,,Honduras,,,
1418,Habitat associations of juvenile versus adult butterflyfishes,CORAL REEFS,2008,51,10.1007/s00338-008-0357-8,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,,TSV,Papua New Guinea,,,
1430,Poorly cemented coral reefs of the eastern tropical Pacific: Possible insights into reef development in a high-CO2 world,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,188,10.1073/pnas.0712167105,Field-based,"Univ Miami, Cooperat Inst Marine & Atmospher Studies, Miami, Univ Miami, Rosenstiel Sch Marine Biol & Fisheries, Miami",United States,,MIA,Costa Rica,,,
1430,Poorly cemented coral reefs of the eastern tropical Pacific: Possible insights into reef development in a high-CO2 world,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,188,10.1073/pnas.0712167105,Field-based,"Univ Miami, Cooperat Inst Marine & Atmospher Studies, Miami, Univ Miami, Rosenstiel Sch Marine Biol & Fisheries, Miami",United States,,MIA,Ecuador,,,
1431,Mangroves in the Gulf of California increase fishery yields,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,176,10.1073/pnas.0804601105,Field-based,"Univ Autonoma Baja California Sur, Dept Marine Biol, Baja California 23081, CP, Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla","Mexico, United States",,,Mexico,,,
1437,The effects of minimum map unit in coral reefs maps generated from high resolution side scan sonar mosaics,CORAL REEFS,2008,12,10.1007/s00338-007-0328-5,Field-based,"Univ Puerto Rico, Dept Marine Sci, Lajas",United States,,,Puerto Rico,,,
1438,Long-term dynamics of the brown macroalga Lobophora variegata on deep reefs in Curacao,CORAL REEFS,2008,25,10.1007/s00338-007-0346-3,Field-based,"Royal Netherlands Inst Sea Res, NL-1790 AB Den Burg",Netherlands,,,Curacao,,,
1441,"Characterization and management of the commercial sector of the Pohnpei coral reef fishery, Micronesia",CORAL REEFS,2008,39,10.1007/s00338-007-0331-x,Field-based,"Univ Hawaii, Coll Agr Forestry & Nat Resource Management, Hilo",United States,,,"Micronesia, Federated States of",,,
1448,Female-mediated causes and consequences of status change in a social fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2008,39,10.1098/rspb.2007.1449,Field-based,"McMaster Univ, Dept Psychol Neurosci & Behav, Dept Biol, Hamilton, ON L8S 4K1",Canada,,,Zambia,,,
1453,"Ecological and genetic data indicate recovery of the endangered coral Acropora palmata in Los Roques, Southern Caribbean",CORAL REEFS,2008,20,10.1007/s00338-007-0291-1,Field-based,"Univ Simon Bolivar, Depto Biol Organ, Caracas 1080A",Venezuela,,,Venezuela (Bolivarian Republic of),,,
1454,"Responses of algal communities to gradients in herbivore biomass and water quality in Marovo Lagoon, Solomon Islands",CORAL REEFS,2008,15,10.1007/s00338-007-0292-0,Field-based,"Univ Queensland, Brisbane, Qld 4072, Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072",Australia,,BNE,Solomon Islands,,,
1456,Nocturnal relocation of adult and juvenile coral reef fishes in response to reef noise,CORAL REEFS,2008,32,10.1007/s00338-007-0294-y,Field-based,"Univ Edinburgh, Sch Biol Sci, Edinburgh EH9 3JT, Midlothian",United Kingdom,,,Australia,,,
1459,Predictability of reef fish diversity and abundance using remote sensing data in Diego Garcia (Chagos Archipelago),CORAL REEFS,2008,55,10.1007/s00338-007-0306-y,Field-based,"Nova SE Univ, Natl Coral Reef Inst, Oceanog Ctr, Dania",United States,,,British Indian Ocean Territory,,,
1463,Postsettlement survival linked to larval life in a marine fish,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2008,92,10.1073/pnas.0707676105,Field-based,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara",United States,,,United States Virgin Islands,,,
1471,"Bathymetry, water optical properties, and benthic classification of coral reefs using hyperspectral remote sensing imagery",CORAL REEFS,2007,72,10.1007/s00338-007-0271-5,Field-based,"Univ New Hampshire, Ctr Marine Biol, Dept Zool, Durham",United States,,,Bahamas,,,
1479,Declining reliance on marine resources in remote South Pacific societies: ecological versus socio-economic drivers,CORAL REEFS,2007,64,10.1007/s00338-007-0238-6,Field-based,"Univ Newcastle Upon Tyne, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear",United Kingdom,,,Fiji,,,
1485,A protective function for aggressive mimicry?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2007,13,10.1098/rspb.2007.0797,Field-based,"School of Integrative Biology, The University of Queensland, Brisbane, Queensland 4072, Australia",Canada,,BNE,Guam,,,
1488,"Phenotypic plasticity for skeletal growth, density and calcification of Porites lobata in response to habitat type",CORAL REEFS,2007,48,10.1007/s00338-007-0216-z,Field-based,"Univ Hawaii Manoa, Dept Zool, USGS, Hawaii Cooperat Fishery Res Unit, Honolulu, HI 96822 USA",United States,,,American Samoa,,,
1491,Evolution of mating systems in coral reef gobies and constraints on mating system plasticity,CORAL REEFS,2007,21,10.1007/s00338-007-0222-1,Field-based,"Univ Otago, Dept Marine Sci, Dunedin, New Zealand",New Zealand,,,Australia,,,
1492,Influence of depth on sex-specific energy allocation patterns in a tropical reef fish,CORAL REEFS,2007,19,10.1007/s00338-007-0246-6,Field-based,"James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia",Australia,,TSV,Papua New Guinea,,,
